conversation_id,tweet_id,text,timestamp,text_clean,cluster_id
conv_126827,126827,@AmazonHelp There really is NO help for Amazon customers. This is a pacifier until Monday. I made a big mistake ordering from Amazon not knowing they aren't accountable for their mistakes. If they cancel your order they choose the item you get and the item they cancel. UNREAL??,2017-11-24T03:17:33+00:00,There really is NO help for Amazon customers. This is a pacifier until Monday. I made a big mistake ordering from Amazon not knowing they aren't accountable for their mistakes. If they cancel your order they choose the item you get and the item they cancel. UNREAL??,1
conv_379830,379829,"@AmazonHelp Dispatching now, arriving Wednesday. Normally arrives on the day. In fact I’ve had previous pre-orders arrive 4 days before",2017-10-09T09:23:21+00:00,"Dispatching now, arriving Wednesday. Normally arrives on the day. In fact I’ve had previous pre-orders arrive 4 days before",10
conv_1480836,1480833,@AmazonHelp And I can't even reply to the message because it gets bounced.,2017-11-03T07:48:23+00:00,And I can't even reply to the message because it gets bounced.,8
conv_18162,18164,"@AmazonHelp @115850 Please update me asap, if you are going to help or not?
I'm really fed up now and need solution asap. Give me my account access else refund",2017-11-01T05:35:13+00:00,"Please update me asap, if you are going to help or not? I'm really fed up now and need solution asap. Give me my account access else refund",0
conv_198116,198118,@AmazonHelp I ended the chat for my sanity....any help would be appreciated,2017-10-05T00:48:13+00:00,I ended the chat for my sanity....any help would be appreciated,3
conv_595657,595663,@AmazonHelp Yes how do I see if il been billed for the kids prime account on my amazon account,2017-12-03T20:03:34+00:00,Yes how do I see if il been billed for the kids prime account on my amazon account,6
conv_1860155,1860159,"@AmazonHelp Will do, I ordered it through my girlfriends account, I will have to have her log in and contact you in the morning! Thanks",2017-11-26T08:31:00+00:00,"Will do, I ordered it through my girlfriends account, I will have to have her log in and contact you in the morning! Thanks",6
conv_585838,585838,"@AmazonHelp my prine video download is 'waiting' and won't resume. I am abroad, how to I fix it?",2017-12-03T14:43:36+00:00,"my prine video download is 'waiting' and won't resume. I am abroad, how to I fix it?",10
conv_2408738,2408738,I just want to say that @115821 is amazing. I've had a few problems and their customer service is unrivaled. Shout out to @AmazonHelp and everyone on their team. My dollars support Amazon.,2017-11-14T15:19:36+00:00,I just want to say that is amazing. I've had a few problems and their customer service is unrivaled. Shout out to and everyone on their team. My dollars support Amazon.,11
conv_317626,317625,@AmazonHelp Yes. But they are clearly saying that i did not choose the option of no cost emi. I was shown the total amount which was payable,2017-10-07T09:16:16+00:00,Yes. But they are clearly saying that i did not choose the option of no cost emi. I was shown the total amount which was payable,8
conv_1125063,1125062,@AmazonHelp I was able to disable it through the link you provided. Thanks for the help!,2017-11-25T18:46:55+00:00,I was able to disable it through the link you provided. Thanks for the help!,2
conv_389942,389944,@AmazonHelp @115851 no need to call me .. you have killed the surprise and what a treatment to a prime member - wish u guys get to the bottom !!,2017-10-09T16:00:38+00:00,no need to call me .. you have killed the surprise and what a treatment to a prime member - wish u guys get to the bottom !!,5
conv_2763563,2763563,@115821 @AmazonHelp @40827 damaged food received. I want replacement or else refund. https://t.co/f7WSny4iWR,2017-11-21T07:42:52+00:00,damaged food received. I want replacement or else refund.,12
conv_1225773,1225781,"@AmazonHelp Stop saying same old story, resolve the issue first.",2017-10-27T18:43:12+00:00,"Stop saying same old story, resolve the issue first.",10
conv_1393954,1393954,"@AmazonHelp replacement due to previous being left on doorstep and box getting soaked..no box this time, damaged book again.#Poor https://t.co/q2dmW7eWqv",2017-10-28T13:42:20+00:00,"replacement due to previous being left on doorstep and box getting soaked..no box this time, damaged book again.#Poor",10
conv_247033,247015,@AmazonHelp Come on..looks like most customer centric company on earth is just playing around with customer.@115850  @115851,2017-10-06T19:59:08+00:00,Come on..looks like most customer centric company on earth is just playing around with customer.,11
conv_2791999,2791998,@AmazonHelp olviden todo!!! Ya llegaron mis pedidos!!!! 😃😄😅 Los amo de nuevo!!!!!! 🤩🤩🤩😍😍😍😘,2017-11-22T02:09:21+00:00,olviden todo!!! Ya llegaron mis pedidos!!!! 😃😄😅 Los amo de nuevo!!!!!! 🤩🤩🤩😍😍😍😘,10
conv_2836913,2836912,"@AmazonHelp I was promised item can be held till December 1 by agent, now item out for delivery tomorrow. I am not moving into the place till Dec 1. New agent says they can't hold items. Misinformation from first agent",2017-11-27T15:25:10+00:00,"I was promised item can be held till December 1 by agent, now item out for delivery tomorrow. I am not moving into the place till Dec 1. New agent says they can't hold items. Misinformation from first agent",14
conv_2939191,2939190,"@AmazonHelp It was the launch of OnePlus 5T. The 1st launch on 21st November. The order # 
404-4976488-0779516",2017-11-29T13:06:29+00:00,It was the launch of OnePlus 5T. The 1st launch on 21st November. The order # 404-4976488-0779516,18
conv_671722,671712,@AmazonHelp I have filled the form with desired info.. plz act soon.,2017-11-23T09:58:36+00:00,I have filled the form with desired info.. plz act soon.,10
conv_2276487,2276479,@AmazonHelp évidemment enfin c'est ce que dit le site amazon.fr https://t.co/1zBVLBL5dt,2017-11-11T17:26:13+00:00,évidemment enfin c'est ce que dit le site amazon.fr,19
conv_2481428,2481426,@AmazonHelp nope. It's really odd. I've changed it 10 times (at least) then can't login using my new p/w. I resent it again - same thing :/,2017-10-29T22:32:58+00:00,nope. It's really odd. I've changed it 10 times (at least) then can't login using my new p/w. I resent it again - same thing :/,10
conv_1633243,1633239,@115850 @AmazonHelp @146956 @734 @120319 @1755 @120033 @5484 @131283 @2896 @144775 @2517 @75739 @219260 @232395 @734 THIS IS WHAT @115850 DID. CONVERTED MY PURCHASE TO,2017-11-05T20:18:18+00:00,THIS IS WHAT DID. CONVERTED MY PURCHASE TO,8
conv_2516990,2516984,@AmazonHelp It's USPS.  I've tried to get a refund and it won't work.  What is going on?,2017-11-16T13:28:08+00:00,It's USPS. I've tried to get a refund and it won't work. What is going on?,12
conv_2346270,2346268,@AmazonHelp Seems to have resolved itself.,2017-11-13T16:10:11+00:00,Seems to have resolved itself.,10
conv_1038870,1038910,@AmazonHelp What if I add money on my amazon pay via sbi card?,2017-10-14T19:32:25+00:00,What if I add money on my amazon pay via sbi card?,1
conv_2728952,2728952,"@AmazonHelp @115830
Hi. I’ve just received an order that had an incorrect item in it. I received a pack of hairclips instead of a set of replacement paper trimmer blades.
Can you advise. Thanks",2017-11-20T14:28:09+00:00,Hi. I’ve just received an order that had an incorrect item in it. I received a pack of hairclips instead of a set of replacement paper trimmer blades. Can you advise. Thanks,12
conv_377966,377971,@AmazonHelp Both times shipped via USPS. Online help cannot help as USPS is closed and will not have someone contact me back with updates! Grrrrr!,2017-10-09T04:36:34+00:00,Both times shipped via USPS. Online help cannot help as USPS is closed and will not have someone contact me back with updates! Grrrrr!,3
conv_1721498,1721487,@AmazonHelp They do not provide security patches on time and have not addressed the serious KRACK WPA2 wifi vulnerability.,2017-10-17T18:44:50+00:00,They do not provide security patches on time and have not addressed the serious KRACK WPA2 wifi vulnerability.,10
conv_20052,20052,@AmazonHelp cannot change default wishlist in any app or browser regardless of mobile device. log out/in does not fix. Error message. Advise,2017-11-01T06:36:44+00:00,cannot change default wishlist in any app or browser regardless of mobile device. log out/in does not fix. Error message. Advise,17
conv_17656,17656,@AmazonHelp @115850 I have bought a product and now it's size is not matching I want to return it and also requested return process.,2017-11-01T04:45:08+00:00,I have bought a product and now it's size is not matching I want to return it and also requested return process.,10
conv_1734520,1734519,@AmazonHelp Yes but was promised release day delivery so not a happy customer! Customer service offered no compensation for the outage provided,2017-11-07T14:51:27+00:00,Yes but was promised release day delivery so not a happy customer! Customer service offered no compensation for the outage provided,11
conv_1066672,1066674,@AmazonHelp Nope still comes up without any permissions,2017-10-23T18:10:27+00:00,Nope still comes up without any permissions,10
conv_639434,639434,"@AmazonHelp Bonsoir, vos code NOW15 et PRIMENOW ne marche pas sur mon compte alors que je viens de souscrire à Amazone prime est ce normal ?",2017-11-22T20:10:50+00:00,"Bonsoir, vos code NOW15 et PRIMENOW ne marche pas sur mon compte alors que je viens de souscrire à Amazone prime est ce normal ?",19
conv_84262,675173,@AmazonHelp Today.,2017-11-23T11:18:37+00:00,Today.,4
conv_2094075,2094079,"@AmazonHelp Yes I did, it references the Kindle App...",2017-11-08T11:44:13+00:00,"Yes I did, it references the Kindle App...",17
conv_2854270,2854283,@AmazonHelp Done. Had to enter my phone number as 00000 000000 as that’s not an option. Weird that it is a mandatory field.,2017-11-27T22:38:55+00:00,Done. Had to enter my phone number as 00000 000000 as that’s not an option. Weird that it is a mandatory field.,10
conv_1601055,1601058,@AmazonHelp Still waiting for ur response!,2017-11-06T07:36:52+00:00,Still waiting for ur response!,10
conv_601339,601337,@AmazonHelp Done. Thanks,2017-12-03T21:44:24+00:00,Done. Thanks,2
conv_2663005,2663005,@AmazonHelp das macht doch keinen Sinn :( 2/2,2017-10-31T06:39:14+00:00,das macht doch keinen Sinn :( 2/2,10
conv_468195,468194,@AmazonHelp It's been a rough day dealing with your customer service. I have sent an email at __email__ . I really hope this is resolved at the earliest. Thanks for your help!,2017-12-01T06:43:41+00:00,It's been a rough day dealing with your customer service. I have sent an email at __email__ . I really hope this is resolved at the earliest. Thanks for your help!,11
conv_77406,77427,"@AmazonHelp I write 3 time my info in this link,
People watch working style @115850 
And make dicision
@21563",2017-12-01T06:36:11+00:00,"I write 3 time my info in this link, People watch working style And make dicision",10
conv_292789,294276,@AmazonHelp Wait for how long. 21 days already..,2017-10-15T14:57:07+00:00,Wait for how long. 21 days already..,10
conv_2668006,2668006,@AmazonHelp am I able to have a replacement sent if Royal Mail have damaged the box/left a hole in it?,2017-11-19T09:45:21+00:00,am I able to have a replacement sent if Royal Mail have damaged the box/left a hole in it?,10
conv_98812,98806,"@AmazonHelp you don't have anything.
U r just #fraud.
#fraud amazon and its delivery entities , agents everyone.",2017-11-19T12:28:53+00:00,"you don't have anything. U r just #fraud. #fraud amazon and its delivery entities , agents everyone.",1
conv_292285,292285,@115821 #Prime have the worst delivery people; Def the bottom rung of the delivery man ladder. @AmazonHelp,2017-10-06T16:13:02+00:00,#Prime have the worst delivery people; Def the bottom rung of the delivery man ladder.,14
conv_497308,502583,@AmazonHelp Now there’s a shock 🙄. Is there a direct link for cancelling prime you can give me? I’d rather just order elsewhere in future. https://t.co/OA3IofG2NE,2017-12-01T20:07:51+00:00,Now there’s a shock 🙄. Is there a direct link for cancelling prime you can give me? I’d rather just order elsewhere in future.,18
conv_848208,848206,@AmazonHelp Just read the https://t.co/VoE8QTMlj5 can't seem to make up your mind whether the item is out for delivery or returning to you in transit,2017-10-20T14:50:01+00:00,Just read the can't seem to make up your mind whether the item is out for delivery or returning to you in transit,12
conv_1080696,1080696,@115821 @AmazonHelp fix your jobfinder website. thanks,2017-10-15T01:11:54+00:00,fix your jobfinder website. thanks,2
conv_1533733,1533733,"@AmazonHelp is Amazon Music down or something? The app opens, but nothing works. Even stuff I have downloaded doesn't work. Tried a restart.",2017-11-03T23:24:32+00:00,"is Amazon Music down or something? The app opens, but nothing works. Even stuff I have downloaded doesn't work. Tried a restart.",17
conv_204917,204917,Never expect anything when promised when it's shipped via Amazon Logistics. @AmazonHelp If only I could choose the shipper.,2017-10-05T00:04:15+00:00,Never expect anything when promised when it's shipped via Amazon Logistics. If only I could choose the shipper.,1
conv_234205,927488,"@AmazonHelp Order Number 405-1215031-3642735
If you still can't do anything, that's more than what I have come to expect from you",2017-10-21T14:57:42+00:00,"Order Number 405-1215031-3642735 If you still can't do anything, that's more than what I have come to expect from you",18
conv_2775904,2775904,"@AmazonHelp    So #frustrated with #Amazon. How do I cancel a digital order I did not want but accidentally clicked on it to view and zippppppp, I bought it.  Went through all steps it said to do to cancel but nowhere can I find the cancel button to click.",2017-11-21T15:03:34+00:00,"So #frustrated with #Amazon. How do I cancel a digital order I did not want but accidentally clicked on it to view and zippppppp, I bought it. Went through all steps it said to do to cancel but nowhere can I find the cancel button to click.",18
conv_1689293,1689292,@AmazonHelp No I havent. I kinda forgot about it until I saw someone mention it.,2017-10-17T17:21:03+00:00,No I havent. I kinda forgot about it until I saw someone mention it.,10
conv_1205011,2643958,"@AmazonHelp No, it shows that USPS has delivered the package on Saturday. It isn’t there. The shipping address is correct. No one else received it.",2017-10-31T04:55:03+00:00,"No, it shows that USPS has delivered the package on Saturday. It isn’t there. The shipping address is correct. No one else received it.",4
conv_2269185,2269178,@AmazonHelp Responded yesterday only,2017-11-11T14:01:58+00:00,Responded yesterday only,10
conv_1005969,1005988,"@AmazonHelp Another problem with @115821, another unfulfilled promise and nobody cares...great!!",2017-11-02T22:44:30+00:00,"Another problem with , another unfulfilled promise and nobody cares...great!!",10
conv_2795324,2795323,@AmazonHelp Trying to follow up on a price issue with my order. She can't understand me &amp; keeps telling me when my order will arrive.,2017-11-21T22:20:11+00:00,Trying to follow up on a price issue with my order. She can't understand me &amp; keeps telling me when my order will arrive.,18
conv_1376733,1376733,@AmazonHelp hi Amazon. I keep trying to order my school books from you but you keep closing my account..,2017-10-28T02:06:59+00:00,hi Amazon. I keep trying to order my school books from you but you keep closing my account..,6
conv_1172677,1610884,@AmazonHelp @115850 Would you resolve the issue or I post all the issues with the screenshots and make it public? This is truly a harassment!!,2017-10-19T19:53:57+00:00,Would you resolve the issue or I post all the issues with the screenshots and make it public? This is truly a harassment!!,10
conv_2464836,2464837,"@AmazonHelp I am not really interested in going through customer support for this. If you could let the team know internally, that'd be good enough. :)",2017-10-29T20:53:26+00:00,"I am not really interested in going through customer support for this. If you could let the team know internally, that'd be good enough. :)",11
conv_2874116,2875040,"@AmazonHelp I called and confirmed to Amazon, they said the message was originated from Amazon and they also said they have escalated the issue.",2017-11-28T05:09:17+00:00,"I called and confirmed to Amazon, they said the message was originated from Amazon and they also said they have escalated the issue.",1
conv_486074,486070,@AmazonHelp No. I want a refund or a replacement?,2017-12-01T15:00:50+00:00,No. I want a refund or a replacement?,12
conv_2881878,2881878,"@AmazonHelp why do you randomly take pounds from cards? You took £1 from one of my saved cards yesterday and I haven’t even bought anything, what’s the crack? I class that as theft!",2017-11-28T09:20:14+00:00,"why do you randomly take pounds from cards? You took £1 from one of my saved cards yesterday and I haven’t even bought anything, what’s the crack? I class that as theft!",10
conv_982530,982530,@AmazonHelp regarding order id Order# 406-3201004-2767545 I got update saying return requested as cancelled by user. I have not &lt;1&gt;,2017-10-14T11:20:09+00:00,regarding order id Order# 406-3201004-2767545 I got update saying return requested as cancelled by user. I have not &lt;1&gt;,18
conv_2902619,2902621,@AmazonHelp I have now used the link given as well to email you my concerns.,2017-11-28T20:53:29+00:00,I have now used the link given as well to email you my concerns.,16
conv_1101924,1101928,@AmazonHelp The item was being returned due to an unwanted gift,2017-10-24T08:54:29+00:00,The item was being returned due to an unwanted gift,10
conv_470783,470783,@AmazonHelp Case 4115385002. Nonone is helping. Even the guy whose name is Mohammad Raheem who has been assigned to me as a support specialist is also not replying to mail. Please help!,2017-12-01T07:48:59+00:00,Case 4115385002. Nonone is helping. Even the guy whose name is Mohammad Raheem who has been assigned to me as a support specialist is also not replying to mail. Please help!,3
conv_2793009,2793003,@AmazonHelp Shipped by UPS. Shows will be delivered tomorrow. When I click tracking it says Friday :(,2017-11-21T21:21:27+00:00,Shipped by UPS. Shows will be delivered tomorrow. When I click tracking it says Friday :(,4
conv_2902484,2902483,@AmazonHelp I just spoke with customer service last week (and have a 5 or 6 times before regarding this) and all they do is try and do a password reset. I'm still waiting for the account specialist to contact me to disable the 2-step. It's been 3 months when it should have been 1-2 days.,2017-11-28T19:42:31+00:00,I just spoke with customer service last week (and have a 5 or 6 times before regarding this) and all they do is try and do a password reset. I'm still waiting for the account specialist to contact me to disable the 2-step. It's been 3 months when it should have been 1-2 days.,11
conv_291369,291372,@AmazonHelp I request you to arrange a call back for me tomorrow,2017-10-06T17:45:47+00:00,I request you to arrange a call back for me tomorrow,10
conv_784033,784034,@296764 @115850 @115851 @AmazonHelp What happened? What did the delivery guy do?,2017-10-12T07:26:29+00:00,What happened? What did the delivery guy do?,8
conv_326727,326727,"@AmazonHelp a customer rep told me that I'll get a refund of $4.49, and sent me a conf. email, but will it be on my GC balance or my card?",2017-10-07T16:20:33+00:00,"a customer rep told me that I'll get a refund of $4.49, and sent me a conf. email, but will it be on my GC balance or my card?",16
conv_381413,381409,@AmazonHelp @AmazonHelp @115850 Still I am waiting for ur reply or assistance in regards to my issues.,2017-10-09T07:31:47+00:00,Still I am waiting for ur reply or assistance in regards to my issues.,8
conv_2704201,2704201,@AmazonHelp o site já tá todo em black friday ou vai ter mais alguma promoção na sexta feira??? pra saber se vale a pena comprar agora ou é melhor esperar!! 😊,2017-11-19T21:46:20+00:00,o site já tá todo em black friday ou vai ter mais alguma promoção na sexta feira??? pra saber se vale a pena comprar agora ou é melhor esperar!! 😊,10
conv_2003932,2003935,"@AmazonHelp Yup. A return would only refund the 379. Not the 479 I would need to get the same product now.
Not in stock from Amazon now. Just 3rd party.

Been told I can only accept the refund (and the £100 extra I'd need to spend) to get the product I actually paid for.",2017-11-25T14:49:10+00:00,Yup. A return would only refund the 379. Not the 479 I would need to get the same product now. Not in stock from Amazon now. Just 3rd party. Been told I can only accept the refund (and the £100 extra I'd need to spend) to get the product I actually paid for.,12
conv_210426,210426,@AmazonHelp I pre ordered Star Wars battlefront 2 and I still haven't received my beta code for Xbox 1. Can you help?,2017-10-04T18:36:52+00:00,I pre ordered Star Wars battlefront 2 and I still haven't received my beta code for Xbox 1. Can you help?,10
conv_2512021,2512034,"@AmazonHelp I ordered Thursday, Saturday, Sunday. All should be here on different days but all are coming Wednesday",2017-10-30T06:59:10+00:00,"I ordered Thursday, Saturday, Sunday. All should be here on different days but all are coming Wednesday",10
conv_520761,520759,@AmazonHelp It arrived. I had another package due today and it is now estimated to be delivered between Dec. 2-5.,2017-12-02T02:33:14+00:00,It arrived. I had another package due today and it is now estimated to be delivered between Dec. 2-5.,4
conv_2372405,2372404,@AmazonHelp Shows due tomorrow,2017-11-14T00:44:52+00:00,Shows due tomorrow,10
conv_314984,314982,"@AmazonHelp 1.SIR ITS CONFIRM NOW THAT YOU PEOPLE WILL DO NOTHING, EXCEPT GOSSIP .
YOU ARE SERIOUS ONLY FOR MAKING PROFIT, YOU ARE NOT BOTHER FOR THE",2017-10-08T12:53:06+00:00,"1.SIR ITS CONFIRM NOW THAT YOU PEOPLE WILL DO NOTHING, EXCEPT GOSSIP . YOU ARE SERIOUS ONLY FOR MAKING PROFIT, YOU ARE NOT BOTHER FOR THE",10
conv_1420079,1420079,"Irksome @115821 @amazonhelp screw up for Halloween - ordered stuff to arrive today, but $AMZN fucked up, very sad kids now. thx, @115851",2017-10-31T02:26:22+00:00,"Irksome screw up for Halloween - ordered stuff to arrive today, but $AMZN fucked up, very sad kids now. thx,",10
conv_1585048,1585046,@AmazonHelp Not greviance lodging,2017-10-17T08:07:40+00:00,Not greviance lodging,10
conv_2515831,2515831,@AmazonHelp I need to talk to someone about getting a refund. I ordered 3 2-packs of these bells and within one shake of them the bells have broken off! Horrible quality! https://t.co/fRAfTSzA1T,2017-11-15T23:33:42+00:00,I need to talk to someone about getting a refund. I ordered 3 2-packs of these bells and within one shake of them the bells have broken off! Horrible quality!,10
conv_1626117,1626117,@AmazonHelp hi there. I've been waiting on a prime order since September 27th and it still says it's in transit. Can you help?,2017-10-17T11:55:44+00:00,hi there. I've been waiting on a prime order since September 27th and it still says it's in transit. Can you help?,3
conv_235131,235131,When @AmazonHelp says they’ll replace your lost parcel at no extra cost yet you still get a £1 charge from them... 🤔,2017-10-05T13:28:26+00:00,When says they’ll replace your lost parcel at no extra cost yet you still get a £1 charge from them... 🤔,10
conv_1713130,1713143,@AmazonHelp Sent it,2017-11-08T17:52:52+00:00,Sent it,16
conv_985209,985209,@115850 @AmazonHelp  Plz take  some immediate action  @180933 @135979 https://t.co/Jons56VqiG,2017-10-14T06:55:01+00:00,Plz take some immediate action,10
conv_473352,473351,"@AmazonHelp Yes, at the moment I am in a Amazon chat",2017-12-01T09:34:34+00:00,"Yes, at the moment I am in a Amazon chat",1
conv_1168732,1168726,@AmazonHelp Yes I contacted the seller and didn’t hear back.,2017-10-20T03:15:04+00:00,Yes I contacted the seller and didn’t hear back.,10
conv_2858130,2858130,"@AmazonHelp I've been transferred three times, I just gave up on the live chat, mind helping please? https://t.co/NuNxdYXq9B",2017-11-27T21:49:44+00:00,"I've been transferred three times, I just gave up on the live chat, mind helping please?",12
conv_2946958,2946957,@AmazonHelp Hello. sadly I didn't have an email with it,2017-11-29T18:27:23+00:00,Hello. sadly I didn't have an email with it,16
conv_2534533,2534532,@AmazonHelp If something states free UK delivery why should you have to. It is clearly in breach of some code of conduct. As for policies I can't see anywhere on the page a mention that they don't post to my area,2017-11-16T07:38:47+00:00,If something states free UK delivery why should you have to. It is clearly in breach of some code of conduct. As for policies I can't see anywhere on the page a mention that they don't post to my area,14
conv_1115305,1115304,"@AmazonHelp Yes, the labelled color is green, but does that look green?",2017-10-15T11:52:43+00:00,"Yes, the labelled color is green, but does that look green?",10
conv_2780525,2780525,@115830 @AmazonHelp the fact that one of your packing staff or a few have stolen from customers is not a concern no? More to the point you have mislead @142696 fans who have had the contents of their dvd parcels changed for their profit?!Not on! Devastated 9 year old is not fun,2017-11-21T16:42:51+00:00,the fact that one of your packing staff or a few have stolen from customers is not a concern no? More to the point you have mislead fans who have had the contents of their dvd parcels changed for their profit?!Not on! Devastated 9 year old is not fun,10
conv_1172163,1172163,"@AmazonHelp Ordered 14-Oct, AmazonCC asked me to wait till 17-Oct then 24-Oct and now 26-Oct to work on escalation for not receiving product https://t.co/nfPd3U003j",2017-10-24T19:49:39+00:00,"Ordered 14-Oct, AmazonCC asked me to wait till 17-Oct then 24-Oct and now 26-Oct to work on escalation for not receiving product",10
conv_2889300,2889294,"@AmazonHelp It's the Amazon carrier, not ups or usps",2017-11-28T14:04:55+00:00,"It's the Amazon carrier, not ups or usps",1
conv_701314,701313,"@AmazonHelp I have followed this process 10 times !!! that is the problem, it is still saying my new rest password is incorrect,",2017-11-23T17:31:27+00:00,"I have followed this process 10 times !!! that is the problem, it is still saying my new rest password is incorrect,",10
conv_2953724,2953724,"@AmazonHelp Am in Canada. Ordered from Anker was due today. Tracking shows it hasn’t shipped yet, only waybill prepared.
Anything I can do? https://t.co/eRMD4MdmwZ",2017-11-29T18:05:25+00:00,"Am in Canada. Ordered from Anker was due today. Tracking shows it hasn’t shipped yet, only waybill prepared. Anything I can do?",10
conv_74750,74749,"@AmazonHelp Nope everything I've ordered I've received already and their payments are also on my statement, and I have no subscriptions",2017-11-30T11:12:39+00:00,"Nope everything I've ordered I've received already and their payments are also on my statement, and I have no subscriptions",10
conv_793324,793326,@AmazonHelp Colissimo mais je ne vois pas ce que cela change ! plus de 25euros les frais de port sont gratuits.... içi les deux articles font bien plus,2017-10-12T13:52:12+00:00,Colissimo mais je ne vois pas ce que cela change ! plus de 25euros les frais de port sont gratuits.... içi les deux articles font bien plus,19
conv_2276019,2276016,@AmazonHelp Ok.  Sent her the link.  Thanks guys,2017-11-11T08:16:50+00:00,Ok. Sent her the link. Thanks guys,2
conv_841311,841315,@115821 @AmazonHelp @132995 @37259 @144151 What is the update?????,2017-10-18T09:58:55+00:00,What is the update?????,0
conv_2128998,2128997,@AmazonHelp if I need these for tomorrow is there anything I can do to get replacements in hand tomorrow?,2017-11-08T19:30:56+00:00,if I need these for tomorrow is there anything I can do to get replacements in hand tomorrow?,10
conv_478654,478654,@AmazonHelp a data estimada da minha encomenda não atualiza há 3 dias. Tanto no site da Amazon como no da transportadora...,2017-12-01T12:12:11+00:00,a data estimada da minha encomenda não atualiza há 3 dias. Tanto no site da Amazon como no da transportadora...,1
conv_2679459,2679465,@AmazonHelp Should I dm you the link or send it through here?,2017-11-19T20:51:56+00:00,Should I dm you the link or send it through here?,10
conv_2634721,2634719,"@AmazonHelp A friend ordered it for me on their account. It says re attempt tomorrow, is it possible to try again today?",2017-11-17T19:40:46+00:00,"A friend ordered it for me on their account. It says re attempt tomorrow, is it possible to try again today?",6
conv_323756,323758,@AmazonHelp I have not made any account changes. I thought the captcha this morning may have been an extra step you added. I’ve seen other sites do it.,2017-10-07T15:24:36+00:00,I have not made any account changes. I thought the captcha this morning may have been an extra step you added. I’ve seen other sites do it.,6
conv_374771,374771,"@AmazonHelp Your metal credit card is impacting Qi charging, can we request plastic ones?",2017-10-09T00:46:47+00:00,"Your metal credit card is impacting Qi charging, can we request plastic ones?",10
conv_247033,247004,@AmazonHelp Yes I did..  waiting for reply of same as well..like waiting for my order delivery..,2017-10-05T16:00:09+00:00,Yes I did.. waiting for reply of same as well..like waiting for my order delivery..,8
conv_2703119,2703116,@AmazonHelp When are you guys going to optimize the Kindle app for the iPhone X?,2017-11-30T15:28:32+00:00,When are you guys going to optimize the Kindle app for the iPhone X?,17
conv_1129425,1129423,@AmazonHelp déjà reçu la première. :),2017-10-24T11:21:07+00:00,déjà reçu la première. :),7
conv_2924535,2924534,"@AmazonHelp Yes, it has not been delivered yet. The latest update said if it’s not delivered by Thursday to contact support for more assistance. But seriously how do so many packages go missing???",2017-11-29T03:59:37+00:00,"Yes, it has not been delivered yet. The latest update said if it’s not delivered by Thursday to contact support for more assistance. But seriously how do so many packages go missing???",4
conv_381960,381960,@AmazonHelp - Guys...does Amazon Fire Stick helps me to mirror my android phone on tv,2017-10-09T09:48:32+00:00,- Guys...does Amazon Fire Stick helps me to mirror my android phone on tv,1
conv_2602891,2602891,"@AmazonHelp I'm not receiving the audio track on any Amazon videos. Only the background audio is being received. I've tried movies and series, same issue",2017-11-26T20:58:18+00:00,"I'm not receiving the audio track on any Amazon videos. Only the background audio is being received. I've tried movies and series, same issue",1
conv_2645610,2645609,"@AmazonHelp @AmazonHelp Link does not work , I need a head administrator to contact me. I have already spent an hour, between 4 representatives, without satisfaction, for a Amazon I did not authorize. This is messing with my social security, &amp; ability to survive, get medications, or food.",2017-11-17T20:52:22+00:00,"Link does not work , I need a head administrator to contact me. I have already spent an hour, between 4 representatives, without satisfaction, for a Amazon I did not authorize. This is messing with my social security, &amp; ability to survive, get medications, or food.",8
conv_792066,792075,"@AmazonHelp @115850 I've responded to 18 such emails by now and I don't have solution, my product but you have my money.",2017-10-14T06:14:08+00:00,"I've responded to 18 such emails by now and I don't have solution, my product but you have my money.",10
conv_694407,694407,Im amazon prime user. I have ordered one plus 5T on 1st sale. Delivery boy unbox without my permisson and said its company protocol. Worst service ever. Is it company's protocol?@115850  @AmazonHelp @115851,2017-11-23T15:08:27+00:00,Im amazon prime user. I have ordered one plus 5T on 1st sale. Delivery boy unbox without my permisson and said its company protocol. Worst service ever. Is it company's protocol?,9
conv_2289378,2289376,@AmazonHelp Der 14. November,2017-11-12T09:37:38+00:00,Der 14. November,10
conv_761256,761256,@AmazonHelp but you reveal a winner name on 25 oct2017 but how you doesit,2017-10-11T19:57:41+00:00,but you reveal a winner name on 25 oct2017 but how you doesit,10
conv_91434,91435,@AmazonHelp They have all been resolved I meant to say but they weren’t worth the fuss,2017-11-30T15:20:01+00:00,They have all been resolved I meant to say but they weren’t worth the fuss,10
conv_2488561,2488560,@AmazonHelp Tumse na ho payega! Poori Ramayan khatam ho gayi and u r still asking Sita ji kiski maa thi!,2017-11-15T16:52:25+00:00,Tumse na ho payega! Poori Ramayan khatam ho gayi and u r still asking Sita ji kiski maa thi!,10
conv_765456,765456,@AmazonHelp I sent a refund package the other day &amp; I wanted to know if you have already received it my order number is 113-8606229-6372234,2017-10-11T21:56:42+00:00,I sent a refund package the other day &amp; I wanted to know if you have already received it my order number is 113-8606229-6372234,18
conv_14281,14283,@AmazonHelp Thank you - done.,2017-11-01T05:47:38+00:00,Thank you - done.,15
conv_2545377,2545373,@AmazonHelp Thanks! I will.,2017-11-16T13:54:32+00:00,Thanks! I will.,2
