conversation_id,cluster_id,message_count,predicted_intent,prediction_method,first_customer_message,transcript,corrected_intent,entities,resolution,notes,annotator_id
conv_2102461,1,17,billing_payment,keyword,@AmazonHelp Your customer service is terrible! You are holding my money and haven’t sent my item and won’t do anything to help me!,"[2017-10-19T03:46:57] CUSTOMER: @AmazonHelp Your customer service is terrible! You are holding my money and haven’t sent my item and won’t do anything to help me!
[2017-10-19T04:03:10] SUPPORT: @620867 I'm very sorry for the poor experience. Without sharing account details, will you tell us more about what's going on? ^CL
[2017-10-19T04:04:14] CUSTOMER: @AmazonHelp Placed order Sunday, paid overnight shipping, order still hasn’t shipped, says it will be delivered tomorrow. 🙄
[2017-10-19T04:04:56",billing_payment,{'product': 'Prime'},unclear,,
conv_429043,7,8,non_english,cluster_hint,@AmazonHelp me pueden informar sobre un envio?,"[2017-10-10T14:03:28] CUSTOMER: @AmazonHelp me pueden informar sobre un envio?
[2017-10-10T14:07:36] SUPPORT: @217034 Hola Àlex, sin compartir información personal o de tu cuenta, ¿cuál es la fecha estimada de entrega de tu pedido? ^LG
[2017-10-10T14:08:55] CUSTOMER: @AmazonHelp hoy. La empresa de reparto me dice que aun no tienen el artículo
[2017-10-10T14:16:37] SUPPORT: @217034 Entiendo. ¿El pedido es vendido y enviado por Amazon o por un vendedor externo? ^LG
[2017-10-10T14:18:49] CUSTOMER: ",non_english,,unclear,,
conv_1577250,2,4,billing_payment,keyword,5/8 cans dented. In this case 2/3 is bad. Thanks @115821 @AmazonHelp https://t.co/fVEyrOh9zN,"[2017-11-04T18:30:09] CUSTOMER: 5/8 cans dented. In this case 2/3 is bad. Thanks @115821 @AmazonHelp https://t.co/fVEyrOh9zN
[2017-11-04T18:35:52] SUPPORT: @485838 Oh no! I'm sorry. Have you spoken with us about this? We would like to look into this further: https://t.co/hApLpMlfHN ^AL
[2017-11-04T18:40:32] CUSTOMER: @AmazonHelp Twitter is the only way I know how to reach anyone at Amazon
[2017-11-04T18:45:27] SUPPORT: @485838 No worries! You can reach us via phone or chat using the link provide",billing_payment,,unclear,,
conv_993179,10,7,billing_payment,keyword,@AmazonHelp WHATS YOU CUSTOMER SERVICE NUMBER WTF,"[2017-10-22T15:47:22] CUSTOMER: @AmazonHelp WHATS YOU CUSTOMER SERVICE NUMBER WTF
[2017-10-22T15:51:42] SUPPORT: @341636 Terribly sorry for the poor experience! You can reach out to us in real time here: https://t.co/hApLpMlfHN ^JZ
[2017-10-22T15:52:07] CUSTOMER: @AmazonHelp GIVE MY MONEY BACK
[2017-10-22T15:59:00] SUPPORT: @341636 Without providing personal or account info, as we don't have access via Twitter, can you tell us more about what's going on? ^TG
[2017-10-22T15:59:45] CUSTOMER: @Amaz",billing_payment,,unclear,,
conv_2452817,9,24,non_english,keyword,"Trying to Buy Amazon Prime from last 2weeks, but facing black screen error in Amazon prime app.
@115821 
@AmazonHelp 
@115850 https://t.co/3oNQrzfVP5","[2017-10-29T18:01:36] CUSTOMER: Trying to Buy Amazon Prime from last 2weeks, but facing black screen error in Amazon prime app.
@115821 
@AmazonHelp 
@115850 https://t.co/3oNQrzfVP5
[2017-10-29T18:29:00] SUPPORT: @702767 or your desktop or laptop. It should work. 2/2 ^SK
[2017-10-29T18:29:00] SUPPORT: @702767 I apologize for the inconvenience. Please try purchasing the membership, using a web version of the website 1/2 ^SK
[2017-10-29T18:31:27] CUSTOMER: @AmazonHelp There is an offer going on th",non_english,{'product': 'Prime'},unclear,,
conv_259399,15,7,billing_payment,keyword,Last time I order with @AmazonHelp,"[2017-10-02T00:20:56] CUSTOMER: Last time I order with @AmazonHelp
[2017-10-02T01:08:30] SUPPORT: @177683 I'm sorry for any trouble! Can you tell us a bit more about what's going on? ^ST
[2017-10-02T12:20:13] CUSTOMER: @AmazonHelp I ordered an item 3/4 weeks ago. I've emailed the company and I haven't received a response but have taken the payment
[2017-10-02T12:45:29] SUPPORT: @177683 Hi, sorry to hear that, when is the delivery estimate on the order? ^AS
[2017-10-05T20:32:36] CUSTOMER: @Amazon",billing_payment,,unclear,,
conv_917954,0,12,prime_subscription,keyword,@AmazonHelp you asked me to update you on the progress of my account access issue - it was unsuccessful... and I need to cancel my Prime Subscription ASAP please!,"[2017-11-25T16:37:40] CUSTOMER: @AmazonHelp you asked me to update you on the progress of my account access issue - it was unsuccessful... and I need to cancel my Prime Subscription ASAP please!
[2017-11-25T16:39:46] SUPPORT: @327457 Oh no! Sorry to hear this! Have you gotten a response to the email you had sent? ^AD
[2017-11-25T16:40:18] CUSTOMER: @AmazonHelp I did, yes.
[2017-11-25T16:44:31] SUPPORT: @327457 Did the reply include additional instruction to access the account? ^GS
[2017-11-25T16",prime_subscription,{'product': 'Prime'},unclear,,
conv_759764,17,2,non_english,keyword,@AmazonHelp @116316 Wann wird es möglich sein auch über die Amazon Music PC App die Bundesliga zu hören? Bisher am PC nur über Website.,"[2017-10-11T19:37:06] CUSTOMER: @AmazonHelp @116316 Wann wird es möglich sein auch über die Amazon Music PC App die Bundesliga zu hören? Bisher am PC nur über Website.
[2017-10-11T19:56:00] SUPPORT: @274563 Dazu liegen uns keine Infos vor. Dein Wunsch danach gebe ich aber gerne weiter. ^AV",non_english,,unclear,,
conv_2290353,5,3,delivery_issue,keyword,@AmazonHelp Aapne mera order delay karke sirf vaada nahin toda mera dil bhi toda hai.,"[2017-11-12T06:58:05] CUSTOMER: @AmazonHelp Aapne mera order delay karke sirf vaada nahin toda mera dil bhi toda hai.
[2017-11-12T06:59:00] CUSTOMER: @AmazonHelp Jo kasmein hamne prime member bante samay aur order book karte samay khaayin thin wo bhool gaye?
[2017-11-12T07:29:28] SUPPORT: @665316 Sorry to know your order is delayed, kindly reach out to our support team here: https://t.co/TdDksLo6Mf. We'll definitely look into it. ^PS",delivery_issue,{'product': 'Prime'},unclear,,
conv_721738,12,8,refund_return,keyword,@AmazonHelp Twice my replacement item has been undeliverable and returned to Amazon instead of going to the post office.,"[2017-10-11T01:50:27] CUSTOMER: @AmazonHelp Twice my replacement item has been undeliverable and returned to Amazon instead of going to the post office.
[2017-10-11T01:51:15] CUSTOMER: @AmazonHelp I've spent over an hour chasing a replacement for a faulty AmazonBasics item. I've requested a supervisor to no avail. What do I do now?
[2017-10-11T02:13:00] SUPPORT: @171829 I'm sorry you haven't received your replacement. When you reached out to us, what options did we provide?  ^GM
[2017-10-11T02:2",refund_return,,unclear,,
conv_1713151,7,7,non_english,keyword,"@AmazonHelp @AmazonHelp Hola, tengo una cuenta en Amazon y no puedo recuperar mi contraseña, este es mi correo: __email__","[2017-11-07T02:08:27] CUSTOMER: @AmazonHelp @AmazonHelp Hola, tengo una cuenta en Amazon y no puedo recuperar mi contraseña, este es mi correo: __email__
[2017-11-07T02:41:56] SUPPORT: @518876 Hola, Heather. Por motivo de seguridad, te recomiendo eliminar tu tuit, pues contiene información personal. (1/2)
[2017-11-07T02:42:27] SUPPORT: @518876 Por favor, contacta a nuestro Servicio al Cliente, a través de este enlace: https://t.co/YXpJe57seL (2/2) ^CR
[2017-11-08T01:31:32] CUSTOMER: @AmazonHelp ",non_english,,unclear,,
conv_1374944,7,8,non_english,keyword,"Querido @AmazonHelp hace más de un mes realicé una compra a un tercero en EEUU, me comunico con ellos para saber dónde está mi compra 1/3","[2017-10-28T01:18:02] CUSTOMER: Querido @AmazonHelp hace más de un mes realicé una compra a un tercero en EEUU, me comunico con ellos para saber dónde está mi compra 1/3
[2017-10-28T01:18:24] CUSTOMER: @AmazonHelp Y no tengo repuesta de nadie. Ellos me lo enviaron en USPS pero no sé quién me lo entregará en México 2/3
[2017-10-28T01:18:45] CUSTOMER: @AmazonHelp ¿Qué puedo hacer en ese caso? Muchas gracias por tu ayuda 3/3
[2017-10-28T01:22:37] SUPPORT: @360295 ¿En cuál pagina realizaste el pedid",non_english,,unclear,,
conv_229797,1,6,billing_payment,keyword,@115851 @115850 @AmazonHelp https://t.co/KNAfNhkVFF,"[2017-09-24T17:40:22] CUSTOMER: @115851 @115850 @AmazonHelp https://t.co/KNAfNhkVFF
[2017-09-24T18:05:50] CUSTOMER: @115851 @115850 @AmazonHelp @115851 @115850 hope you care about your India business.. your customer care surely didn't care..
[2017-10-05T08:21:59] CUSTOMER: @115851 @115850 @AmazonHelp Dear Amazon, you wanted 48 hours to fix this after I gave all the details. 10 days on, not a word from your team! Super!!
[2017-10-05T08:49:00] SUPPORT: @170763 I'm sorry its taking longer than expe",billing_payment,,unclear,,
conv_2899657,7,5,non_english,keyword,Gracias @116928 @AmazonHelp por retrasarme la entrega de otro paquete.....,"[2017-11-28T17:36:04] CUSTOMER: Gracias @116928 @AmazonHelp por retrasarme la entrega de otro paquete.....
[2017-11-28T17:38:47] SUPPORT: @229449 Hola, Ricardo. Lamentamos mucho el inconveniente. ¿Nos podrías indicar cuál es la fecha de entrega del pedido? ^AA
[2017-11-28T17:44:05] CUSTOMER: @AmazonHelp La fecha es hoy, pero recibo un correo que dice que hoy no será, que como pronto, será en 1 o 2 días, y el pedido lo hice hace casi 1 semana
[2017-11-28T17:47:30] SUPPORT: @229449 Ricardo, en cas",non_english,,unclear,,
conv_2761723,19,7,non_english,keyword,"Hey @120533 je fais comment pour l'acheter vu qu'il est disponible quand prime
#amazon @AmazonHelp https://t.co/OaXpXKPmNK","[2017-11-21T06:40:44] CUSTOMER: Hey @120533 je fais comment pour l'acheter vu qu'il est disponible quand prime
#amazon @AmazonHelp https://t.co/OaXpXKPmNK
[2017-11-21T06:47:28] SUPPORT: @772659 Bonjour, pour commander un article réservé exclusivement aux membres du programme Amazon Prime, vous devez être membre du programme. Vous pouvez vérifier si l'article est disponible auprès d'un vendeur tiers sur notre Marketplace.
^ARC
[2017-11-21T06:55:23] CUSTOMER: @AmazonHelp J'aurai bien que cette art",non_english,{'product': 'Prime'},unclear,,
conv_281137,19,7,non_english,keyword,"Bonjour, déçu en recevant un colis en cet état. Résultat 1 livre sur 3 est abimé et taché (???) @AmazonHelp https://t.co/Rf3AOSjAht","[2017-10-06T10:46:17] CUSTOMER: Bonjour, déçu en recevant un colis en cet état. Résultat 1 livre sur 3 est abimé et taché (???) @AmazonHelp https://t.co/Rf3AOSjAht
[2017-10-06T11:10:34] SUPPORT: @182989 Bonjour, je suis sincèrement navrée d'apprendre cela. S'agit-il de quel transporteur s'il vous plaît? ^SA
[2017-10-06T11:11:16] CUSTOMER: @AmazonHelp Colissimo
[2017-10-06T11:19:30] SUPPORT: @182989 Nous ne manquerons pas de remonter cela, sinon avez-vous contacté notre SAV concernant le livre ab",non_english,,unclear,,
conv_282725,6,6,delivery_issue,keyword,"@AmazonHelp I ordered something for same day delivery, cancelled an hour later when will I get my refund?","[2017-10-06T12:23:22] CUSTOMER: @AmazonHelp I ordered something for same day delivery, cancelled an hour later when will I get my refund?
[2017-10-06T12:42:34] SUPPORT: @183359 Hello, was the item out for delivery or had it been dispatched ? ^CR
[2017-10-06T12:55:50] CUSTOMER: @AmazonHelp It said preparing for dispatch when I cancelled it
[2017-10-06T13:19:57] SUPPORT: @183359 Sounds like we're looking at an authorisation, not a charge. That should fall off according to your bank's policies ^TR
",delivery_issue,,unclear,,
conv_180720,16,27,billing_payment,keyword,The apathy exhibited by @115850 's customer service is not just deplorable but warrants retribution. @AmazonHelp @127187 @115821,"[2017-10-04T12:16:08] CUSTOMER: The apathy exhibited by @115850 's customer service is not just deplorable but warrants retribution. @AmazonHelp @127187 @115821
[2017-10-04T12:27:33] SUPPORT: @158476 Looks like you had an unpleasant experience with us. Could you please elaborate your query? We'd like to help. ^VM
[2017-10-05T05:43:35] CUSTOMER: @AmazonHelp I have exchanged extensive mails with customer support and the resolution provided is ridiculous to say the least. Kindly check @115850
[2017",billing_payment,,unclear,,
conv_392199,4,2,delivery_issue,keyword,@AmazonHelp one of my prime deliveries says it's being held by carrier how do I get it delivered?,"[2017-10-09T16:30:14] CUSTOMER: @AmazonHelp one of my prime deliveries says it's being held by carrier how do I get it delivered?
[2017-10-09T16:35:00] SUPPORT: @177369 I'm sorry to hear it's being held! We can't see the order on Twitter so please reach us here: https://t.co/JzP7hlA23B ^DD",delivery_issue,{'product': 'Prime'},unclear,,
conv_507160,3,4,delivery_issue,keyword,"$25.00 Gift-Card on my @115821 account and I can't even purchase anything because whatever I try and order, I have to pay at least $10.00 for delivery to the United Kingdom, and @AmazonHelp don't help","[2017-12-01T17:02:04] CUSTOMER: $25.00 Gift-Card on my @115821 account and I can't even purchase anything because whatever I try and order, I have to pay at least $10.00 for delivery to the United Kingdom, and @AmazonHelp don't help out exactly either...
[2017-12-01T21:26:56] CUSTOMER: @115821 @AmazonHelp Haven't even got the decency to reply back to my tweet(s) either.
[2017-12-01T21:35:00] SUPPORT: @124254 I'm sorry for the delayed response, Michael. How can we help? ^SE
[2017-12-01T21:37:00] ",delivery_issue,,unclear,,
conv_2289945,18,2,refund_return,keyword,@AmazonHelp Order 702-5963241-7605005 never received. Can't manage my order via Amazon.ca - just encountering bugs and dead links. Please cancel and refund.,"[2017-11-12T06:10:29] CUSTOMER: @AmazonHelp Order 702-5963241-7605005 never received. Can't manage my order via Amazon.ca - just encountering bugs and dead links. Please cancel and refund.
[2017-11-12T06:18:28] SUPPORT: @665239 I'm sorry for the trouble! Please reach out to us here so we can help with your refund: https://t.co/hApLpMlfHN ^MO",refund_return,{'order_id': '702-5963241-7605005'},unclear,,
conv_1730157,6,4,billing_payment,keyword,@AmazonHelp I have an amazon order on my bank but I don’t have anything on my amazon account matching that amount,"[2017-11-07T11:15:57] CUSTOMER: @AmazonHelp I have an amazon order on my bank but I don’t have anything on my amazon account matching that amount
[2017-11-07T11:43:34] SUPPORT: @217963 Is there any information beside the charge on the bank account other than Amazon?^CD
[2017-11-07T11:44:52] CUSTOMER: @AmazonHelp Something about EU-UK and Luxembourg. I think I’ve been charged for my items individually rather than in one go🙄😂
[2017-11-07T12:02:30] SUPPORT: @217963 Hey Lewis. We charge you just bef",billing_payment,,unclear,,
conv_275893,19,2,non_english,keyword,"@AmazonHelp Bonjour, pourquoi ma commande reste bloqué sur Bientôt disponible pour l'expédition ? la livraison est tjrs prévu aujourd'hui","[2017-10-06T06:56:28] CUSTOMER: @AmazonHelp Bonjour, pourquoi ma commande reste bloqué sur Bientôt disponible pour l'expédition ? la livraison est tjrs prévu aujourd'hui
[2017-10-06T07:00:37] SUPPORT: @181911 Bonjour, désolé pour cela. Afin que notre SAV puisse vérifier cela, veuillez le contacter ce lien :  https://t.co/hgIrz98cdI
^ARC",non_english,,unclear,,
conv_1163359,15,4,technical_app,keyword,@AmazonHelp Bought an item in July (with warranty) that’s broken!!! What do I do? Thank you.,"[2017-10-24T17:01:39] CUSTOMER: @AmazonHelp Bought an item in July (with warranty) that’s broken!!! What do I do? Thank you.
[2017-10-24T17:07:28] SUPPORT: @188852 I'm sorry for the trouble with your item, Olivia! Was the warranty purchased through our website as well (like Squaretrade)? ^CS
[2017-10-24T17:11:03] CUSTOMER: @AmazonHelp No I believe the product has its own warranty.. I’m unsure? It’s a hard drive for a play station 4
[2017-10-24T18:27:01] SUPPORT: @188852 We'd like to look at some",technical_app,,unclear,,
conv_2710423,3,3,delivery_issue,keyword,"@AmazonHelp Hi! I've received help already, and have been told (about 10 hrs ago) that I'm being credited £20 (seriously amazingly helpful, thank you!) but it isn't visible in my gift balance yet so I","[2017-11-26T22:38:04] CUSTOMER: @AmazonHelp Hi! I've received help already, and have been told (about 10 hrs ago) that I'm being credited £20 (seriously amazingly helpful, thank you!) but it isn't visible in my gift balance yet so I was wondering if there's usually a delay? 🙂
[2017-11-26T22:48:50] SUPPORT: @330905 Hello Jennifer! It sounds like we probably offered a promotional certificate, which won't be included in your gift card balance, but will appear upon checkout under discounts. Did we m",delivery_issue,{'product': 'Prime'},unclear,,
conv_2453599,17,4,non_english,keyword,@AmazonHelp how do I connect my echo dot to my firestick when the firetv option doesn’t come up in the app (yes the app is upto date),"[2017-10-29T18:21:28] CUSTOMER: @AmazonHelp how do I connect my echo dot to my firestick when the firetv option doesn’t come up in the app (yes the app is upto date)
[2017-10-29T18:59:00] SUPPORT: @702927 Thanks for reaching out! Let's try these steps to get your Echo Dot paired to your Fire TV remote: https://t.co/N4BzLrE7nu ^FD
[2017-10-29T19:38:16] CUSTOMER: @AmazonHelp I want to pair my Dot with the firestick how can I do that via the app ?
[2017-10-29T19:57:27] SUPPORT: @702927 I'm sorry, t",non_english,{'product': 'Echo'},unclear,,
conv_851642,16,30,billing_payment,keyword,@115850 @115821 @AmazonHelp .check out my fb post. @118702 https://t.co/NyEcWFVTJE,"[2017-10-17T03:01:28] CUSTOMER: @115850 @115821 @AmazonHelp .check out my fb post. @118702 https://t.co/NyEcWFVTJE
[2017-10-17T04:06:00] SUPPORT: @322303 Sorry to know you're having trouble with your cash back, we certainly did not expect this to happen. 1/2 ^PS
[2017-10-17T04:07:00] SUPPORT: @322303 I'd like to take a closer look into this, please share your details here: https://t.co/GIJyeYqKE0. I'll contact you soon. 2/2 ^PS
[2017-10-17T16:06:18] CUSTOMER: @115850 @115821 @AmazonHelp @118702 ",billing_payment,,unclear,,
conv_285045,0,14,escalation_needed,keyword,@115850 @AmazonHelp  ORDR# 406-8734146-2073128 not delivrd on time. contacted 4 persons yet no response or confirmation. terrible service.,"[2017-10-06T13:43:20] CUSTOMER: @115850 @AmazonHelp  ORDR# 406-8734146-2073128 not delivrd on time. contacted 4 persons yet no response or confirmation. terrible service.
[2017-10-06T14:10:37] SUPPORT: @183917 Apologies! We'll certainly assist you. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you shortly. 1/2 ^NK
[2017-10-06T14:25:36] SUPPORT: @183917 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ 2/2 ^NK
[20",escalation_needed,{'order_id': '406-8734146-2073128'},unclear,,
conv_709039,17,5,non_english,keyword,@AmazonHelp hi... How do you link the firestick to Alexa in the UK? I can't find the menu option in your help on my iPhone app.,"[2017-10-10T20:19:06] CUSTOMER: @AmazonHelp hi... How do you link the firestick to Alexa in the UK? I can't find the menu option in your help on my iPhone app.
[2017-10-10T20:31:28] SUPPORT: @289527 We'd like to help, please reach us here, so we can take a closer look: https://t.co/JzP7hlA23B ^AG
[2017-10-10T20:33:42] CUSTOMER: @AmazonHelp Ta
[2017-10-10T20:56:43] CUSTOMER: @AmazonHelp I just got an automated email back telling me to go to the same help page that I'm saying hasn't helped me.
[20",non_english,{'product': 'Alexa'},unclear,,
conv_521619,5,4,delivery_issue,keyword,"I am a @115821 prime member, however my 2-days shipment should be called 7-days... It was suppose to arrived yesterday, but it didn't even arrive to the @115817 facility @AmazonHelp @UPSHelp I realy n","[2017-12-02T03:47:34] CUSTOMER: I am a @115821 prime member, however my 2-days shipment should be called 7-days... It was suppose to arrived yesterday, but it didn't even arrive to the @115817 facility @AmazonHelp @UPSHelp I realy need it by monday!!!
[2017-12-02T03:58:00] SUPPORT: @240431 We definitely understand the frustration! Delayed orders typically arrive 1-2 days after the missed delivery date. Please let us know if it hasn't arrived by the new delivery date. ^HM
[2017-12-02T04:00:29] CU",delivery_issue,{'product': 'Prime'},unclear,,
conv_1143438,12,7,billing_payment,keyword,Good to know @115821 lets its vendors to haggle with customers about returns for items nowhere near as described @AmazonHelp wtf,"[2017-10-24T12:58:08] CUSTOMER: Good to know @115821 lets its vendors to haggle with customers about returns for items nowhere near as described @AmazonHelp wtf
[2017-10-24T13:06:01] SUPPORT: @389122 This is not what we like to hear. Without giving any secure account info, can you tell us more about what's going on? ^AX
[2017-10-25T12:56:25] CUSTOMER: @AmazonHelp Got a canvas/burlap-like pillowcase with blown out poorly pigmented graphic. Seller said “send a picture” how about send my refund
[20",billing_payment,,unclear,,
conv_2952184,9,2,prime_subscription,keyword,@115821 @AmazonHelp how come an item I ordered through amazon prime on Monday and is coming on Thursday and not Wednesday ?,"[2017-11-29T17:53:12] CUSTOMER: @115821 @AmazonHelp how come an item I ordered through amazon prime on Monday and is coming on Thursday and not Wednesday ?
[2017-11-29T18:11:00] SUPPORT: @815174 We aim to meet the delivery date given in checkout. Our shipping speed starts when the item ships. You can learn more here: https://t.co/zjwihfHxMD ^KN",prime_subscription,{'product': 'Prime'},unclear,,
conv_2686573,4,4,delivery_issue,keyword,@AmazonHelp I was supposed to receive a package yesterday and it never arrived. Now it’s showing it was delivered at 11:30 pm last night but it was not. How do I find out where my package is?,"[2017-11-19T13:24:12] CUSTOMER: @AmazonHelp I was supposed to receive a package yesterday and it never arrived. Now it’s showing it was delivered at 11:30 pm last night but it was not. How do I find out where my package is?
[2017-11-19T13:39:34] SUPPORT: @314972 I'm sorry for the trouble with delivery, Stefanie. Have you tried the tips listed here to find your package: https://t.co/4CMJFjqdlx? Please let us know! We're here to help. ^TG
[2017-11-19T13:43:43] CUSTOMER: @AmazonHelp I have done all",delivery_issue,,unclear,,
conv_2645610,8,3,billing_payment,keyword,"@AmazonHelp I need immediate assistance for a $107.89 charge that I did not authorize. You took $$$ from my social security &amp; preventing me from getting medications, or food","[2017-11-17T19:33:02] CUSTOMER: @AmazonHelp I need immediate assistance for a $107.89 charge that I did not authorize. You took $$$ from my social security &amp; preventing me from getting medications, or food
[2017-11-17T19:55:00] SUPPORT: @474746 Hey, Jacy! I'm sorry about the unexpected charge! We would love to have someone take a look into this for you. Do you mind using the following link to get in touch with us?  https://t.co/hApLpMlfHN. ^DY
[2017-11-17T20:52:22] CUSTOMER: @AmazonHelp @Ama",billing_payment,,unclear,,
conv_1744961,19,10,non_english,keyword,@AmazonHelp J'attend la précommande du 23/09 pour l'article Acer NH.G6VEF.004 C'est très long. Une date de livraison ?,"[2017-11-07T14:53:40] CUSTOMER: @AmazonHelp J'attend la précommande du 23/09 pour l'article Acer NH.G6VEF.004 C'est très long. Une date de livraison ?
[2017-11-07T14:56:55] SUPPORT: @526195 Bonjour, je suis désolé pour le retard. Que dit le suivi de votre colis ? ^AR
[2017-11-07T14:57:52] CUSTOMER: @AmazonHelp L'objet est en pré commande. Aucun date de livraison même en prime.
[2017-11-07T15:00:33] SUPPORT: @526195 La date de sortie est prévue pour quand ?^AR
[2017-11-07T15:01:07] CUSTOMER: @Ama",non_english,{'product': 'Prime'},unclear,,
conv_897611,15,2,resolution_confirmation,cluster_hint,@AmazonHelp please check your DMs. Thank you.,"[2017-10-21T02:57:15] CUSTOMER: @AmazonHelp please check your DMs. Thank you.
[2017-10-21T03:37:34] SUPPORT: @333167 Thanks for the info. We've responded to your DM. ^GG",resolution_confirmation,,unclear,,
conv_1764526,14,5,delivery_issue,keyword,very disappointed in @AmazonHelp Waiting 6 days for a one day delivery item the only thing they say is do u want a refund or to order again,"[2017-11-07T21:15:50] CUSTOMER: very disappointed in @AmazonHelp Waiting 6 days for a one day delivery item the only thing they say is do u want a refund or to order again
[2017-11-07T21:26:09] SUPPORT: @357928 I'm sorry we've let you down! Can you tell us what the delivery date was on your confirmation e-mail: https://t.co/aaDyEz1VgE? ^HS
[2017-11-07T21:30:36] CUSTOMER: @AmazonHelp The e-mail stated one day delivery, Arriving 2nd of November. Not sure what calender you guys at amazon use but to",delivery_issue,{'product': 'Prime'},unclear,,
conv_778186,15,3,billing_payment,keyword,@115821 @116618 @AmazonHelp,"[2017-10-12T04:20:37] CUSTOMER: @115821 @116618 @AmazonHelp
[2017-10-12T04:27:00] SUPPORT: @305803 I'm sorry for the log-in issues! Please visit us here to contact our Account Specialists: https://t.co/jzvkhdlrK5 ^WT
[2017-10-12T04:30:16] CUSTOMER: @AmazonHelp Thank you!!!",billing_payment,,unclear,,
conv_178634,4,11,delivery_issue,keyword,"@AmazonHelp Can you tell me why my tracking says with courier to deliver today,then says it might take another 6 days?","[2017-10-04T20:31:30] CUSTOMER: @AmazonHelp Can you tell me why my tracking says with courier to deliver today,then says it might take another 6 days?
[2017-10-04T20:37:39] SUPPORT: @158107 That's peculiar.. Was the original estimated delivery a window of time or an individual day? ^MJ
[2017-10-04T20:46:04] CUSTOMER: @AmazonHelp It said on the tracking to be delivered today ! when it didnt come,i checked tracking it said upto to 10th,this happened with my last order!
[2017-10-04T20:50:37] SUPPOR",delivery_issue,,unclear,,
conv_2304430,11,11,delivery_issue,keyword,"Another day waiting for a delivery via @116324 and another day wasted, two days in a row they have failed to deliver a package, obviously a tasking job for them. Should have gone to the shop #Fail #He","[2017-11-12T20:12:49] CUSTOMER: Another day waiting for a delivery via @116324 and another day wasted, two days in a row they have failed to deliver a package, obviously a tasking job for them. Should have gone to the shop #Fail #Hermes @AmazonHelp
[2017-11-12T20:25:00] SUPPORT: @668629 I'm sorry you haven't received your order. Have you called the carrier for further insight on the delivery? ^CO
[2017-11-12T20:26:35] CUSTOMER: @AmazonHelp Yes, they give no information at all and any complaints ",delivery_issue,,unclear,,
conv_1422001,0,3,billing_payment,keyword,@AmazonHelp why after the update can not you not see the release date of wish list items?? Can only see if it's in stock and when I added it,"[2017-11-02T08:56:38] CUSTOMER: @AmazonHelp why after the update can not you not see the release date of wish list items?? Can only see if it's in stock and when I added it
[2017-11-02T09:01:30] SUPPORT: @450499 What item are you referring to Chris? ^KM
[2017-11-02T09:03:54] CUSTOMER: @AmazonHelp Before the update it would show that Homecoming was due on the 20th of November now it just says when I added it and that I can pre order it https://t.co/eZKcIABemB",billing_payment,,unclear,,
conv_1307637,12,3,delivery_issue,keyword,@AmazonHelp I can not understand why my package arrived at my location just to be shipped out to a further location and now it's late https://t.co/pHzgn3eSgc,"[2017-10-27T03:24:19] CUSTOMER: @AmazonHelp I can not understand why my package arrived at my location just to be shipped out to a further location and now it's late https://t.co/pHzgn3eSgc
[2017-10-27T03:41:01] SUPPORT: @425572 I'm sorry for the delay! Please reach us here: https://t.co/hApLpMlfHN if your order doesn't arrive tomorrow. ^EZ
[2017-10-27T04:06:07] CUSTOMER: @AmazonHelp I live in Chicago yet it was shipped back out to Wisconsin and now I have to wait for it to be shipped back to Ch",delivery_issue,,unclear,,
conv_533243,10,14,delivery_issue,keyword,"@AmazonHelp your delivery driver that was bringing my package didn't even bother to knock on my door and then claimed delivery was unsuccessful, I spoke to someone on customer services who wasn't help","[2017-12-02T11:31:59] CUSTOMER: @AmazonHelp your delivery driver that was bringing my package didn't even bother to knock on my door and then claimed delivery was unsuccessful, I spoke to someone on customer services who wasn't helpful, this has really annoyed me and I will be reviewing my account with Amazon.
[2017-12-02T11:36:00] SUPPORT: @242734 Hi Joe I am sorry to hear that! Have you received your delivery yet? ^HS
[2017-12-02T11:36:33] CUSTOMER: @AmazonHelp No I haven't and it is already 2",delivery_issue,,unclear,,
conv_2793009,4,15,delivery_issue,keyword,@AmazonHelp help! My order said it would be delivered by Wed. Now saying Friday. No use to me on Friday. Can it be changed or Can I cancel!?,"[2017-11-21T21:15:56] CUSTOMER: @AmazonHelp help! My order said it would be delivered by Wed. Now saying Friday. No use to me on Friday. Can it be changed or Can I cancel!?
[2017-11-21T21:19:00] SUPPORT: @541195 Oh no, sorry for the delay! We're here to help if we can! In order to best assist you, will you confirm the carrier listed with order here: https://t.co/Y5jpI9gRhE ^CS
[2017-11-21T21:21:27] CUSTOMER: @AmazonHelp Shipped by UPS. Shows will be delivered tomorrow. When I click tracking it s",delivery_issue,{'product': 'Prime'},unclear,,
