conversation_id,text,intent,label_source,resolved_candidate,resolution_score
conv_1282283,"@AmazonHelp @115821 Amazon Prime is a JOKE! Two-day shipping is apparently FIVE-day shipping, DONT WASTE YOUR MONEY ON THEIR LIES",prime_subscription,rule_conflict,True,0
conv_1411581,@AmazonHelp @117086 vc é uma fanfarrona! Fui dar uma moral pra vcs assinando o #PrimeVideo e me surpreendi com legendas em inglês 😭 what?!,technical_device,golden,True,0
conv_264435,Natürlich war das solches Fiasko fast sicher: @AmazonHelp sollte heute als Prime mit @122924 liefern. Paket liegt irgendwo bei Hannover.,non_english,rule_multi,True,0
conv_355343,@AmazonHelp can you contact me please as my email has been changed without me doing so and now i cant sign in?,account_access,rule_single,True,1
conv_222861,"@AmazonHelp hi, my dad is using Facebook on his kindle fire app and it keeps saying he needs to update the app, but it does it through",non_english,rule_multi,True,0
conv_2670048,@AmazonHelp hi will you be running the discounted prime membership as a part of your black Friday/cyber Monday deals this year?,prime_subscription,rule_single,True,0
conv_396929,"@AmazonHelp @115850 @115821 my order status says ""delivered"", but I haven't received any. I had already paid for the order :-/",delivery_issue,rule_single,True,4
conv_1116133,"@AmazonHelp According to your app, you're planning to deliver my parcel yesterday. You didn't- have you secretly got a time machine?!",non_english,golden,True,2
conv_782474,@115851 @115821 bought through amaxon prime..7 days no delivery yet..do what you claim @AmazonHelp,delivery_issue,rule_multi,True,2
conv_781685,@AmazonHelp There is no follow-up support from your team for the request for damaged product received. Please help,escalation_needed,rule_multi,True,1
conv_1820428,"@115821 @115850 @AmazonHelp Please escalate the issue. The delivery guy has now rolled back the order and shown it as ""refused at time of delivery"".",escalation_needed,rule_multi,True,1
conv_765704,"Thanks @AmazonHelp for ruining my Florida trip - ordered a lens, got a pack of Polaroid film instead. No sign of resolution #amazon #ruinedholidays",resolution_confirmation,rule_single,True,0
conv_380158,"@AmazonHelp hey where is my prepaid packet??  No one to help in customer care.?  Its showing delivered but havnt recd.😠😠
__email__",delivery_issue,rule_single,True,1
conv_2511580,"@AmazonHelp My account has been locked, my Echo disabled and my Prime unusable.  Again.",technical_device,rule_conflict,True,2
conv_838596,Another communication failure from @AmazonHelp where prime really isn’t prime. But if they screw up they don’t tell you,prime_subscription,rule_single,True,7
conv_1384139,@AmazonHelp My account has been locked for security purposes. i haven't got an email to unlock it yet. I'm waiting more than 2 months,account_access,rule_single,True,2
conv_534190,"Segundo dia que @9474 me tiene encerrado en casa esperando paquete de @AmazonHelp @116928 ayer no repartieron ni avisaron de que no venian, todo muy profesional #inutiles",non_english,rule_single,True,0
conv_781625,@AmazonHelp can i get schedule of prime movies and tv shows,prime_subscription,rule_single,True,0
conv_227855,"@AmazonHelp need to change my accnts mobile number. Previous email id now invalid, so while login the code being sent to old id. Pls help",account_access,rule_single,True,0
conv_2033009,"@AmazonHelp Hello there, I can't sign in. I was trying to buy a laptop, however my credit card was denied and after trying to pay by buying gift cards I got some kind of block, I guess. Any info that you need for me to verify that I am legit, jusk ask.",account_access,rule_conflict,True,1
conv_223920,@AmazonHelp Your site's Contact Us options are bad. It won't accept my order number to report an Order Related complaint #CustomerExperience,escalation_needed,rule_single,True,1
conv_1087752,@AmazonHelp why do they insist on packing Keurig K-Cups in 1BF boxes? This was the replacement for the 1st box of crushed ones I received!! https://t.co/oZDQuZJ9Nc,refund_return,rule_single,True,2
conv_2418187,"I bought a camera from amazon that somehow disappeared and my money is on hold and I can't buy one at all. Customer service is being a guidance counselor, come on amazon. @AmazonHelp @115821",billing_payment,rule_single,True,3
conv_379805,"What is the point of Amazon Prime!? I ordered something yesterday, it GUARANTEED it'd be here today. Now it's saying tomorrow. @AmazonHelp",prime_subscription,rule_single,True,2
conv_2360467,"@AmazonHelp bjr. ma commande 406-9972277-8659515 devait être livrée vendredi dernier. aujourd'hui, toujours rien. j'ai l'impression d'être pris pour un pigeon... ça fait 2 commandes qui arrivent en retard en peu de temps. auriez-vous des nouvelles svp ?",non_english,rule_single,True,0
conv_536539,@AmazonHelp why is my “Prime” delivery item not going to be delivered today...and you won’t let me cancel this order either 😡,delivery_issue,rule_multi,True,7
conv_64228,"I return my order by DTDC courier that's the courier receipt, Amazon India say you send your product on courier than Amazon pay your courier charges
My total courier charges is 170 RS
But Amazon India refund only 40 RS. I requested you
Pay my 170rs as soon as possible@AmazonHelp https://t.co/FCTdiTIVHm",delivery_issue,rule_multi,True,11
conv_1149639,@115851 @115821 @AmazonHelp i want to return a sandisk pendrive bought from amazon.in.I regret buying from amazon &amp; not flipkart.,refund_return,rule_single,True,2
conv_2976535,"@115850 @AmazonHelp Come on guys, how could you do this to your staunch customer? A product I wanted to buy never got dispatched and I've been charged nevertheless. Could you provide relief to a poor guy like me? 😫😥😢",billing_payment,rule_single,True,1
conv_1271979,@AmazonHelp see 1st screenshot for message and 2nd for evidence. Twitter won't let me upload the live recording! #privacyviolation #echo https://t.co/mXMSaHY8aB,technical_device,rule_single,True,0
conv_522586,@AmazonHelp I received my item extremely damaged and I’m not happy who can I contact about this?!? https://t.co/EfCk1HpZcr,order_problem,rule_single,True,3
conv_2849108,"@AmazonHelp I never received my black friday order, and 4 conversations later with your customer service team it still isn't sorted! 2 days of my life i will never get back...",escalation_needed,rule_single,True,1
conv_2098740,"@AmazonHelp chat, and a phone call unhelpful. not sure what I need to do. as a prime member I am not impressed with USPS level of service",prime_subscription,rule_single,True,0
conv_1374974,@AmazonHelp We've been trying to reach the Alexa team about our skill but with no luck. We've opened a ticket a while back.,escalation_needed,rule_multi,True,2
conv_274737,@AmazonHelp still no refund after 4 and a half days after being delivered back to amazon whats taking so long... my other return after 2 days they completed the refund..,delivery_issue,rule_multi,True,3
conv_770924,@AmazonHelp how is this 2 day shipping? https://t.co/gwCl4oqEKX,delivery_issue,rule_single,True,2
conv_1761014,@115821 @AmazonHelp Ya know if yall werent so lazy i could have gotten it today.  Its been “Preparing for Shipment” since Sunday. https://t.co/4xTNlIaKqy,billing_payment,golden,True,2
conv_2318797,@AmazonHelp Hi I’ve ordered something and don’t know if payment has been taken or not?  Is payment immediate or does it take a while?,billing_payment,rule_single,True,0
conv_832122,@115850 @AmazonHelp terrible experience from customer and delivery service. false information. ORDER # 171-5576429-2879561,delivery_issue,rule_single,True,0
conv_745046,@AmazonHelp Somewhat concerned that my package had left the Chino facility for going over 30 hours now with no update. (Already late).,delivery_issue,rule_single,True,0
conv_1953284,@115850 @AmazonHelp fake mail asking for credit card details. Need Otp authentication for login. https://t.co/bOrGr5TUZm,account_access,rule_conflict,True,2
conv_1300513,@115850 @AmazonHelp it seems amazon is cheating with prime customers. Same product two different users one prime one not check the price. https://t.co/KIyPyzM2S3,prime_subscription,rule_single,True,1
conv_888215,@115821 @AmazonHelp Prime member &amp; have 2 AWS accounts (personal/business). Usually get my things on your site. Just had my first cust serv exp on the phone &amp; it sucked. :(,prime_subscription,rule_single,True,0
conv_498446,"@AmazonHelp Amazon prime was automatically done. I need my money back because I did not want that,",prime_subscription,rule_conflict,True,1
conv_325456,"@AmazonHelp
Hi team, i have lots of issues with you i have again order from ur site but again facing issue kindly call me urgent 9871611805",escalation_needed,rule_single,True,0
conv_510260,@AmazonHelp Hey something i ordered didnt get delivered today even though the tracker says it was just delivered at 5:14pm,delivery_issue,rule_single,True,1
conv_1019548,@AmazonHelp @115850 Pickup not completed since 14 days. Escalated issue many times on mail and call. Need my refund asap. Pathetic Service,refund_return,rule_single,True,0
conv_644072,@AmazonHelp I want to make a complaint. I've just had an email saying they attempted delivery but no one knocked and no one was outside,escalation_needed,rule_multi,True,1
conv_1562347,I am complaining since week but no one solve my problem.? Amazon team fails to solve my issues..  @115851  @AmazonHelp @115850,escalation_needed,rule_single,True,0
conv_377468,"@AmazonHelp habe ein Problem, kann mich nicht mehr einloggen, Passwort zurück setzten funktioniert nicht. Habe bereits eine DM geschrieben.",non_english,rule_single,True,1
conv_2492160,@AmazonHelp @146956 @115858 @1560 @131027 @2517 first @115821 send me a damaged product now ignoring my issue check out my invoice and product which i get.. https://t.co/DtpUlv1wGG,order_problem,rule_single,True,2
conv_463382,@AmazonHelp been on the phone for 40 minutes and the gold music just went dark. You and alexa have both abandoned me tonight.,technical_device,rule_single,True,1
conv_1760396,I’m done with @115821 your customer service isn’t helpful whatsoever @AmazonHelp and I’m planning on canceling my account...apparently you don’t care about your loyal prime customers.,prime_subscription,rule_single,True,1
conv_1097815,"@AmazonHelp Mr.Sukhdeep (Escalations Team) as you insisted, I dialed courier guy on 96244XXXXX, IDEA NUMBER IS OUT OF REACH. MY BAD.😿",escalation_needed,rule_multi,True,2
conv_1159300,@AmazonHelp Account hacked and no phone call from accounts specialist as promised in 7 days - nothing but the same useless email 5 times.,escalation_needed,rule_single,True,0
conv_1112690,@AmazonHelp  Why did you charge multiple Amex cards a test £1? Just wasted 20 mins dealing with Amex security alerts.,billing_payment,rule_single,True,0
conv_1525917,@AmazonHelp Wann kommt Prime Video auf den Philips 55POS9002?,prime_subscription,rule_single,True,0
conv_865806,"@AmazonHelp 3 different phone calls, 3 different representatives: zero help.  Don't have merchandise, can't refund.  Wth?",refund_return,rule_single,True,4
conv_281431,@AmazonHelp damaged products received... &amp; cant contact Customer services?? Damn u https://t.co/ldlp2ATz4H,order_problem,rule_single,True,0
conv_2628856,"@AmazonHelp I need help! I bought a game on amazon, a digital purchase and for some reason it logged me out and I can’t log in! I reset the password and it still says incorrect even when I enter the CORRECT one. I haven’t even gotten an email for my game!",account_access,rule_single,True,1
conv_1616022,Hey @AmazonHelp first you made me change my password now you want me to re enter all my credit card info?,account_access,rule_conflict,True,1
conv_134940,"Bonjour @AmazonHelp , j'ai deux commandes qui devaient être livrées le lundi 27 (une qui est en abonnement j'ai moi-même choisi d'avancer ma livraison via le calendrier et une qui est une pré-commande PRIME) et qui sont prévues en livraison le Mardi 28 ... Le 27 n'est pas férié",non_english,rule_multi,True,0
conv_1011484,@AmazonHelp I’m returning an ironing board that is damaged. States to return in original packaging - this was just wrapped in cellophane 1/2,refund_return,rule_conflict,True,2
conv_2704161,"@AmazonHelp my refund has not been initiated yet, and the only choice left is an appeal to the consumer court :) #thankyouamazon",refund_return,rule_single,True,1
conv_1662298,"@118919 @119356 @AmazonHelp  The launch of Echo is a terrible failure. There is No prime music, No calling, veru few indian skills",technical_device,rule_conflict,True,1
conv_1267621,"@AmazonHelp hi, amazon suggested free student prime at checkout so I said ok- now look on my online banking and been charged ....",prime_subscription,rule_conflict,True,0
conv_1572203,@AmazonHelp My dad is having trouble getting onto his account. He can't remember his password &amp; the email address he used no longer exists,account_access,rule_single,True,3
conv_236653,@AmazonHelp my book rental is missing pages and customer service offered me $5 gift card smh 🤦🏽‍♂️,delivery_issue,rule_multi,True,0
conv_224399,@AmazonHelp there is an issue of recharge relience jio via Amazon pay so plz check this issue,billing_payment,rule_single,True,2
conv_1135041,@AmazonHelp where’s my WWII? Ordered it back in April and it hasn’t come👏🏼 and @ATVIAssist your bonus codes dont work that got sent by email,account_access,rule_single,True,2
conv_1382418,My refund is initiated but i didnt recieved my check please contact me @AmazonHelp @115821,refund_return,rule_single,True,1
conv_644839,Hey @115830 @AmazonHelp - would you mind telling me why I've arrived back home after being away for over a week to see a parcel just sat outside my door? According to the card it was left in the 'front porch'. Anyone could've taken it. Should've been left with the concierge. https://t.co/4F0QFEZLZw,delivery_issue,rule_multi,True,0
conv_440088,@AmazonHelp Arriving Ikazen Jali i6 HollowThinTPU Back Case will b delivered by AmzAgent(8128293924) num in msg is saying wrong number,delivery_issue,rule_single,True,3
conv_1446398,@115850 @AmazonHelp I need an email id to lodge a complaint. Blocked my son’s phone number and chat requests. Stuck with wrong order,escalation_needed,rule_single,True,0
conv_316316,@115821 @AmazonHelp what is this yaar that's not fare pls do something and delivered soon as possible pls https://t.co/haC741C3r5,delivery_issue,rule_single,True,1
conv_1053599,@AmazonHelp Is there a problem with silk browser on kindle fire I cannot access it?,technical_device,rule_single,True,1
conv_2764456,@AmazonHelp I'm having a problem with my password not being accepted. I've checked and double checked and it's correct. I checked my emails and the password doesn't seem to have been changed recently. Are you all having web issues?,account_access,rule_single,True,4
conv_2011972,@AmazonHelp If I pre-order the xbox one X with yourselves when does the money get taken?,order_problem,rule_multi,True,3
conv_535141,@AmazonHelp hello I order a Amazon Gift card it said wait 5 mins and I have been waiting for 2 hours,billing_payment,rule_single,True,3
conv_1179629,@AmazonHelp almost 24 hrs since your #failuretodeliver &amp; no refund yet! Need my money to pay for what I ordered @Walmart! #wehaveoptions,refund_return,rule_multi,True,1
conv_2758209,WTF is wrong with @AmazonHelp . I cancelled my order on 12th. And I am yet to get a refund in My pay balance.,refund_return,rule_multi,True,1
conv_2885740,@AmazonHelp not receiving the verification code to buy a gift how do I go about opening my account to complete,account_access,rule_single,True,4
conv_2549033,"@AmazonHelp if you are unable to return my Amazon pay balance then please delete my account and settle my dues.
#WorstExperience",refund_return,rule_multi,True,1
conv_1366236,@AmazonHelp OI CRAP BAGS. You took $15 from me and wont even let me watch anything because I live in Australia. WHY THE HELLLLLL DID YOU TAKE MY MONEY THEN AND NOT EVEN SAY ITS UNAVAILABLE IN MY COUNTRY????? GIVE. ME. MY. MONEY. BACK. https://t.co/5g3XGNpUuZ,billing_payment,rule_single,True,2
conv_508074,@AmazonHelp bonjour j'ai passé une commande sur Amazon.de que je devais recevoir aujourd’hui et que je n'ai pas reçu Order #304-5174675-2126745 vraiment pas cool merci  de faire le nécessaire car c'est un cadeau !!!,non_english,rule_single,True,0
conv_1554358,@AmazonHelp my Alexa won’t work with Spotify how do I fix this?? I have premium,technical_device,rule_single,True,1
conv_565869,@AmazonHelp I ordered something with prime shipping on 11/26 and it still hasn’t arrived. What’s good?,delivery_issue,rule_multi,True,1
conv_1569591,"@115821,@115850,@AmazonHelp  over 7 weeks of followup, giving bank statement as proof,  my money is not refunded https://t.co/gsZWoD4NEc",billing_payment,rule_single,True,2
conv_206965,"@115821 @AmazonHelp Hey, you guys want to rush my shipping? All of my computer stuff from Newegg arrived and my Amazon stuff wont br here",delivery_issue,rule_single,True,3
conv_2761748,Did @116935 just discontinue station streaming on @115833? My usual “play smooth jazz everywhere” lead to “I couldn’t find any smooth jazz songs”. WHYYY @AmazonHelp,technical_device,rule_single,True,0
conv_2266806,@AmazonHelp any reason why when I’m on the uk site the prime option no longer delivers on weekends?,technical_device,golden,True,2
conv_639511,"@AmazonHelp why can I play some things on my Echo only, not on my phone, with music unlimited?",technical_device,rule_single,True,0
conv_2628800,"@AmazonHelp Echt traurig, dass Euer @116935-Angebot weder unter Firefox noch Chrome unter Linux läuft. ""Ihr Browser unterstützt unser Live-Audio-Angebot nicht"" 👎👎",non_english,rule_single,True,0
conv_940416,The sound quality of The Deer Hunter on Amazon Prime on the Xbox is the worst thing I've ever heard. @AmazonHelp @XboxSupport,prime_subscription,rule_single,True,0
conv_128730,"@AmazonHelp I have a package that is set for today but my last update was yesterday morning, ""Package has left seller facility and is in transit to carrier""",delivery_issue,rule_single,True,4
conv_476775,"@115830 Anything you would like to say @AmazonHelp ? Delayed parcels, damaged items, lack of internal packaging, rude customer service, incompetent customer service, refusal to improve. The list goes on.",order_problem,rule_single,True,2
conv_1240057,"@AmazonHelp Oi, a promoção 3 Meses de Kindle Unlimited por R$ 1,99 ainda está disponível?",non_english,rule_multi,True,0
conv_1366255,@AmazonHelp Hi! Why I can't order a kindle edition of The Dragons of Nova by @46092? I'm from Saudi Arabia.. https://t.co/YSgdOj9mYw,technical_device,rule_single,True,1
conv_1310943,What is the time frame turnaround for @AmazonHelp's gift card department to reply about a damaged gift card? Sent photos of card and receipt,order_problem,rule_multi,True,4
conv_478489,Great Indian Scam #Amazon Selling Fake Bose Speakers in India @115850 @AmazonHelp @115851 #Recived Fake Bose Speakers #,resolution_confirmation,rule_single,True,3
conv_2456114,"@115821 @115850 @AmazonHelp item picked up already for return, not yet reflecting in my orders.
Agent said he has updated in system. Help https://t.co/xmPVeamHll",refund_return,rule_single,True,1
conv_813262,"@AmazonHelp  why does to take a month to get an in stock item, and I'm Amazon prime ordered Sept 27 est arrival Oct 27th",non_english,rule_multi,True,1
conv_1223614,@AmazonHelp How can I log a complaint about a late delivery? USPS put in a fake excuse for not delivering yesterday as guaranteed at 920pm. I was home then. They never showed. I will use product eventually. Do not want to return but am displeased w delay.,escalation_needed,rule_multi,True,3
conv_2307121,"@AmazonHelp I'm logging into amazon and it says I'm not Prime and doesn't have my order history. Not sure what happened. It still says ""Hello Allen""",prime_subscription,rule_single,True,1
conv_1384110,@115821 please fix my Prime Membership trial. I agreed to try  but @AmazonHelp canceled my order &amp; claimed I’d used my Prime trial. 3 months customer Service didn’t help. Finally said I’d receive e-mail to reinstate Prime Mem Trial but nothing. PM me for my acct info please,prime_subscription,rule_single,True,2
conv_2382519,@AmazonHelp why was I charged $15 for a one month trial of prime?,prime_subscription,rule_single,True,2
conv_45539,@AmazonHelp just wanted to confirm that call of duty will ship tomorrow if I chose 2 day shipping like it said to do. Currently says friday,delivery_issue,rule_single,True,1
conv_350789,@115850 @AmazonHelp why is a cloudtail sold bag not eligible for return? Please resolve! thanks,refund_return,rule_single,True,1
conv_1557995,"Hier das unboxing Video von meinem Paket das leer ankam, soll ich euch die Verpackung zurückschicken für Ersatzlieferung? @AmazonHelp https://t.co/71ULfrEt00",non_english,rule_single,True,0
conv_2478931,"@AmazonHelp When I selected the items it clearly said FREE Postage, when I proceeded to checkout it tries to charge me for postage...",billing_payment,rule_single,True,0
conv_444433,@AmazonHelp last Saturday they told they will replace my bag n still no one came 🙁,refund_return,rule_single,True,1
conv_104999,Da war @134825 wieder sehr vorsichtig mit meiner Sendung von @AmazonHelp unterwegs 🤷‍♂️😞 https://t.co/hQ96OqGOxz,non_english,rule_single,True,0
conv_1219144,"@115830 @AmazonHelp hi, can I ask a couple of questions re the kindle fire Kids edition?",technical_device,rule_single,True,1
conv_2909195,"@AmazonHelp Hello, I can't login into my Amazon account, I have tried to change password many times telling me its wrong. Cleared cache/cookies. Can't click on any help links because it needs to login. Need help urgently. I have my order number.",account_access,rule_single,True,2
conv_861877,@AmazonHelp please help me with my product return procedure.Its been an awful experience till now.,refund_return,rule_single,True,2
conv_1349254,"@AmazonHelp My FireTV just sits at this screen, 12 hours and counting. Restarting doesnt help. Ideas? https://t.co/NyqukCPtUL",technical_device,rule_single,True,0
conv_2589172,@AmazonHelp reporting a bug I am getting with my deebot and Alexa skills. Cannot link account https://t.co/f0IDInx71J,technical_device,rule_single,True,2
conv_1132075,hi @AmazonHelp twitter rejected my report of the fraud account @ AmazoncHeIps (who are demanding my amazon login details) maybe you can try?,escalation_needed,rule_multi,True,2
conv_592165,@AmazonHelp Hi there. I'd like to get a Prime membership for someone as a gift but I can't find any way of doing this in the UK?,prime_subscription,rule_single,True,0
conv_578402,@AmazonHelp can I use my Alexa in the UK to call another Alexa in the USA?,technical_device,rule_single,True,0
conv_91303,"@AmazonHelp An item was missing from a multi-order box. The gift receipt is there, but the item isn't. Can you point me to a link where I can resolve this?",delivery_issue,rule_single,True,0
conv_2943177,@AmazonHelp Hi. Erm... I’m not Simon. And now I’m worried that the investigation into my complaint may have been sent to the wrong person too..?! https://t.co/CJsCEM9Ko8,escalation_needed,rule_single,True,3
conv_2154128,@AmazonHelp your customer support not responding. Made 6 calls for return pickup but no one came in 15 days. Cut down call arrogantly! Fishy,refund_return,rule_single,True,2
conv_694341,"@AmazonHelp Courier: Delhivery

Tracking #: 5180790703572

Latest update: Thursday, 23 Nov

11:27 AM

Out for delivery 
Gonda, Uttar Pradesh, IN

Kindly help in getting delivered this item...",delivery_issue,rule_single,True,4
conv_2766893,"Pas de nouvelles depuis vendredi, date du refus de mon colis @120533 expédié par @120534 !
Un peu d’aide @AmazonHelp ? :)",non_english,rule_single,True,0
conv_593396,"@AmazonHelp @UPSHelp Theoretically, should I have any hopes of getting this package before Spring? 3x out for delivery, 3x it never shows. And this replaced a ""lost"" shipment. What is the issue in Doraville?  113-8035764-8676224 1Z305Y260304228839",delivery_issue,rule_single,True,3
conv_569132,"@118706 @123967 @AmazonHelp @115821 I won't be purchasing my christmas gifts from you this year, because the postal service is HORRIBLEEEE and I can't trust them to deliver even my normal mail!",delivery_issue,rule_single,True,2
conv_2725048,"@AmazonHelp What locker did I select for the return?
Order #205-3654128-0554718",refund_return,rule_single,True,3
conv_2616337,"@115850 @AmazonHelp Just got ths msg from @149473: Dear customer, Your return pickup request from Amazon has been cancelled/can't be executed. For queries, please contact Amazon",refund_return,rule_single,True,1
conv_2390477,"@AmazonHelp I have recharged my mobile number (Jio) using the balance I loaded in my Amazon pay wallet.. So actually there is an offer that If we recharge in that manner,we'll receive a cash back of Rs.99 with in 7 days,But still I didn't get my cashback,plz respond https://t.co/zeOffC1Jmn",billing_payment,rule_single,True,1
conv_880000,@AmazonHelp Can I have a refund on my gift card,refund_return,rule_multi,True,1
conv_2819212,@AmazonHelp UNAUTHORIZED CHARGE MADE BY AMAZON TODAY. SHAMEFUL,billing_payment,rule_single,True,0
conv_69843,@AmazonHelp I'm hvng issues with my recently bought 100% original Motorola turbo power charger 2.8 amp delivered on 4th of Nov. It's been less than a month and I'm not getting any solution either from custmr support or the seller. Order id 4__credit_card__ amazon id. Ankursingh,delivery_issue,rule_single,True,2
conv_1911638,@AmazonHelp I ordered on the 24/11 and received order confirmation email.  I received email from __email__ telling me I need to fax a bank statement verifying my billing address and the last 4 digits of my card. I'm now locked out of account &amp; can't email CS,account_access,rule_conflict,True,1
conv_259387,@AmazonHelp Anyone capable of handling a missing $476.95 camera lens? Box was empty - incompetent employee #3...,delivery_issue,rule_single,True,3
conv_2909256,"@AmazonHelp My account was hacked. Someone changed the email address associated w/ my account &amp; I cannot access my account. I am a Prime member, have both Prime credit cards &amp; use streaming services. I’ve called customer service 3 times since 11/17. Still can’t access account.",technical_device,rule_conflict,True,1
conv_500732,"Oye @AmazonHelp me equivoque de dirección y mande un producto que compre a donde ya no vivo, se puede cambiar la dirección? 😌😌😌",non_english,rule_single,True,0
conv_319704,@115850 @AmazonHelp I placed an order two days back and now I got an email that your items is being returned to fulfillment centre.1/2,refund_return,rule_single,True,3
conv_590802,Dear @AmazonHelp why should you guarantee a delivery date if you plan on using the god awful USPS to ship it? Use UPS or FedEx otherwise free Two Day shipping for Prime members isn't that big of a bonus.,delivery_issue,rule_multi,True,1
conv_438747,@AmazonHelp i got a package last week and it arrived with the box open. i checked the item last night and it's dented. i need a replacement.,delivery_issue,rule_multi,True,6
conv_1570865,@AmazonHelp Danke für nichts mal wieder... https://t.co/MTxRV3P9mA,non_english,rule_single,True,0
conv_2771666,@AmazonHelp Dear  I have problems when entering my account at every moment it indicates  that I have a password error to whom I can send an email to support  thanks,account_access,rule_single,True,2
conv_420285,"@115850 @115850 @AmazonHelp Even after 3 reminders no response, is company of high value, don’t make refunds.",escalation_needed,rule_single,True,2
conv_2245571,"@AmazonHelp ricevuta email disattivazione account e rimozione ordine per sospetto accesso non autorizzato. Confermo mio accesso dall’estero, nessuna violazione! Effettuata procedura indicata cambio password NON FUNZIONA da questa mattina!!!!! Restituitemi l’account, please!",account_access,rule_single,True,1
conv_1760487,@AmazonHelp Weird issue... I just got an Echo &amp; it seems to be connected to my old USA Amazon account and not my current UK account.  Help?,technical_device,rule_single,True,1
conv_307906,@AmazonHelp Bought an item only to discover I can't use it. Tried to return. When I started that I discovered I need a printer. I have none.,refund_return,rule_single,True,0
conv_854453,"@115851 @115850 @AmazonHelp . 

Your team has failed to deliver. Order no- 404-7205179-6184304. It is roaming aroindd Bng since 2 days.",escalation_needed,rule_multi,True,2
conv_2400639,@AmazonHelp can somebody please reply to me now - why am i being ignored?!!,escalation_needed,rule_single,True,1
conv_183354,"@AmazonHelp @115821 automated chat says it will ship October 9th, yet your site indicates you’ll email me when you can estimate a delivery https://t.co/e3EqR9u0lu",delivery_issue,rule_single,True,0
conv_1352824,"@AmazonHelp My Amazon account got locked for no reason, it says the name on my card is wrong but I'm using a pre paid card..?",account_access,rule_conflict,True,2
conv_587942,"@AmazonHelp @115821 Wow, expected 4 packages yesterday, but only 2 showed up. 50% failure rate-not impressed. Glad I paid for fast shipping.",delivery_issue,rule_single,True,3
conv_378514,@AmazonHelp I accidentally 1-clicked a kindle book and I can’t cancel it! I don’t want it!!!,technical_device,rule_single,True,2
conv_2777474,"LEFT AT FRONT DOOR. DIDN'T EVEN KNOCK ON THE BLOODY DOOR. BOOK DENTED, SPINE BROKEN. @AmazonHelp ???????",technical_device,golden,True,0
conv_1199045,"@AmazonHelp when I add a new card to my account, doesn't ask for the 3 digit code at the back. I assume it wouldn't approve any purchase.",billing_payment,rule_single,True,3
conv_448760,"@AmazonHelp I keep getting a message saying payment revision needed, card keeps declining. I already checked to make sure everything i put in was correct and i still get the message, HELP!",billing_payment,rule_single,True,1
conv_755031,@AmazonHelp please can I get some help with a return issue?  The website isn't providing me with proper answers.,refund_return,rule_single,True,1
conv_2821579,@AmazonHelp if I want to return two items have I got to pay this stupid drop off fee twice?,refund_return,rule_multi,True,1
conv_2402340,"Ahhhhh. Dieses Paket mit der E-Mail beinhaltet die Sonnenblumenkerne.

Die anderen beide Pakete wurden ""bestätigt"", sind aber nicht angekommen. Mein Vater hat nur das Paket mit den Sonnenblumenkerne -&gt; anderer Paketdienst. 

Vielen Dank, @AmazonHelp. https://t.co/htYDj2yAg1",non_english,rule_single,True,0
conv_1270200,"@AmazonHelp my 10 month old was playing with my firestick controller &amp; managed to order a film despite it having old card details, help! https://t.co/espkKBvOW3",billing_payment,rule_single,True,1
conv_2867223,@AmazonHelp Just got Fire Stick today. Plugged it in. Nothing is happening. Screen is blue &amp; blank. None of the troubleshooting suggestions have worked. Just got it today. Ready to send back! 😠,refund_return,rule_multi,True,1
conv_2790610,"Hey @AmazonHelp  ihr süßen Menschen, soll das so sein? Liegt nicht am Drucker, ist auch auf dem Computer so https://t.co/KULac6ApnL",non_english,rule_single,True,0
conv_2488543,@AmazonHelp I have Prime + Gen 1 FireTV stick in Canada. Why won't it let me see Prime video content?,technical_device,rule_conflict,True,0
conv_415149,"@AmazonHelp Hi, my order was supposed to be shipped on October 4th and it's already the 9th...what's going on? https://t.co/tNdtVdw6ns",delivery_issue,rule_single,True,1
conv_2631479,@AmazonHelp A call back was promised to me within 48hrs from billing desk by amazon India regarding refund but not a single call is there #Unhappy,refund_return,rule_multi,True,2
conv_537427,"I think Black Friday/Cyber Monday broke @AmazonHelp My subscribe &amp; save items were stuck in perpetual “shipping soon, delivery today” and are now “shipping today, arriving Dec 1st”. Some glitch but now no one knows when they’ll be here. 🧐",delivery_issue,rule_single,True,2
conv_382336,@AmazonHelp IT'S BEEN ALMOST A MONTH AND I STILL STRUGGLING WITH A REFUND U OFFERED ME BC MY ACCOUNT WAS HACKED. NO ONE IS CONTACTING ME.,refund_return,rule_single,True,7
conv_314060,@AmazonHelp can you just do me a refund please? Odd that you can damage a paper notebook so much that it’s undeliverable https://t.co/EcNvIIolL4,refund_return,rule_single,True,2
conv_499970,@AmazonHelp do you guys still deliver on weekends with prime one day option? For some reason it defaults to Monday's every time I order on a Friday but still says prime one day,delivery_issue,rule_multi,True,2
conv_247522,"@AmazonHelp before I knock on my neighbour, which is it amazon? A note to correct the previous card would of been ideal... simple things. https://t.co/6KkcIA5WDD",billing_payment,rule_single,True,1
conv_378964,"@AmazonHelp @115850 @115851
Pathetic condition of Customer Support Team of Amazon. Never recommend or use again. https://t.co/p5DXHKOFWK",escalation_needed,rule_single,True,1
conv_337754,Hey I ordered on Wednesday and still haven’t received my prime package in nearly 4 days...... @AmazonHelp,delivery_issue,rule_multi,True,1
